Industry Clean,Mapped,count,Industry Ref
"Leisure, Travel & Tourism",true,3,Travel & Tourism
Public Relations and Communications,true,3,University Communications
University research,,3,University research
VFX,,3,VFX
Water Utility,,3,Water Utility
Web,,3,Web
Wellness,,3,Wellness
Oil & Energy,true,3,Wind Energy
Window Treatments,,3,Window Treatments
Wine and Spirits,true,3,Wine Industry
Writing and Editing,true,3,Writing
A/E/C Consulting,,2,A/E/C Consulting
Abc,,2,Abc
Research,true,2,Acadamia
Hospital & Health Care,true,2,Academia - Public Health
Research,true,2,Academia (science)
Research,true,2,Academia (university)
Hospital & Health Care,true,2,Academic healthcare
Information Technology and Services,true,2,Academic IT
Research,true,2,Academic LIbrarianship
Research,true,2,Academic Medical Center
Research,true,2,Academic Medicine
Research,true,2,Academic software
Accounting,true,2,Accounting - Tax
Accounting,true,2,Accounting - tax prep
Actuarial Consulting,,2,Actuarial Consulting
Advancement,,2,Advancement
Defense & Space,true,2,Aerospace/Defenses
Manufacturing,true,2,Ag Manufacturing
Aged care,,2,Aged care
Veterinary,true,2,Animal Health Care
Non-Profit Organization Management,true,2,Animal welfare non-profit
Apparel & Fashion,true,2,Apparel and Footwear
Aquaculture,,2,Aquaculture
Arboriculture,,2,Arboriculture
Archaeology,,2,Archaeology
Architecture & Planning,true,2,Architecture / Interior Design
Architecture & Planning,true,2,Architecture and Planning
Architecture & Planning,true,2,"Architecture, Engineering, and Construction"
Architecture & Planning,true,2,Architecture/Construction
Archives/Libraries,,2,Archives/Libraries
Design,true,2,Art/Design
Artificial Intelligence,,2,Artificial Intelligence
Non-Profit Organization Management,true,2,Arts Administration/ Nonprofit
Fine Art,true,2,Arts Fundraising
Non-Profit Organization Management,true,2,Association/Non-Profit
Automotive,true,2,Auto Insurance
Automotive,true,2,Auto rental
Automotive,true,2,Automobile
Automotive,true,2,Automotive Dealership
Automotive,true,2,Automotive Sales
Automotive,true,2,Automotive Services
Automotive,true,2,Automotive/Insurance
Automotive,true,2,Autonomous Cars
Computer Software,true,2,b2b SaaS software
B2B Sales,,2,B2B Sales
Bar/Restaurant,,2,Bar/Restaurant
Manufacturing,true,2,Beer Manufacturing
Beverage Industry,,2,Beverage Industry
Bicycle,,2,Bicycle
Big Data,,2,Big Data
Bike rental,,2,Bike rental
Biotechnology,true,2,Biological Sciences
Biotechnology,true,2,Biology research
Biotechnology,true,2,Biotech / Pharma
Biotechnology,true,2,Biotech/small pharma
Banking,true,2,Blood Banking
Book Distribution,,2,Book Distribution
Branding,,2,Branding
Broadcast Media,true,2,Broadcast Media
Cable TV,,2,Cable TV
Car Rental,,2,Car Rental
Manufacturing,true,2,Cargo tank manufacturing
Charitable Sector,,2,Charitable Sector
Charities,,2,Charities
Retail,true,2,Charity retail
Charity sector,,2,Charity sector
Non-Profit Organization Management,true,2,Charity/non-profit sector
Child Welfare,,2,Child Welfare
City planning,,2,City planning
Civil Engineering,true,2,CIVIL ENGINEER
Civil Engineering,true,2,Civil Engineering (consulting)
Government Administration,true,2,civil service (government)
Research,,2,Clinical Research/CRO
Clothing,,2,Clothing
Cloud,,2,Cloud
Professional Training & Coaching,true,2,Coaching
Retail,true,2,Coffee Retail
Collections,,2,Collections
College,,2,College
Insurance,true,2,Commercial Insurance
Commodities Trading,,2,Commodities Trading
Public Relations and Communications,true,2,Communications / PR
Non-Profit Organization Management,true,2,Communications/Non-Profit
Community College,,2,Community College
Hospital & Health Care,true,2,Community Health
Computer Consultant,,2,Computer Consultant
Computing,,2,Computing
Construction,true,2,Construction Machinery
Construction,true,2,Construction Manufacturing
Construction,true,2,Construction Materials
Construction,true,2,Construction Sales
Construction,true,2,Construction/engineering
Consulting (Public Sector),,2,Consulting (Public Sector)
Consulting Professional Services,,2,Consulting Professional Services
Consumer Goods,true,2,Consumer Product Goods
Manufacturing,true,2,Consumer Products Manufacturing
Consumer tech,,2,Consumer tech
Packaging and Containers,true,2,Contract packaging
Contractor,,2,Contractor
Writing and Editing,true,2,Copywriting
Public Relations and Communications,true,2,Corporate communications
Corporate housing,,2,Corporate housing
Professional Training & Coaching,true,2,Corporate Training
Corrugated,,2,Corrugated
Consumer Goods,true,2,CPG - Consumer Packaged Goods
Criminal Justice,,2,Criminal Justice
Cruise Ship,,2,Cruise Ship
Culinary,,2,Culinary
Cultural,,2,Cultural
Cupping holistic,,2,Cupping holistic
Customer Support,,2,Customer Support
Customs,,2,Customs
Cyber,,2,Cyber
Data Center,,2,Data Center
Data Services,,2,Data Services
Defense & Space,true,2,Defence
Defense Research,,2,Defense Research
Package/Freight Delivery,true,2,Delivery
Design,true,2,Design and Technology
Design,true,2,Design Consultancy
Design,true,2,Design/Manufacturing
Diagnostics,,2,Diagnostics
Hospital & Health Care,true,2,digital health
Direct Marketing,,2,Direct Marketing
Wine and Spirits,true,2,Domestic/Wine
E-discovery,,2,E-discovery
Primary & Secondary Education,true,2,Early Education
Economic Research,,2,Economic Research
Ecosystem Restoration,,2,Ecosystem Restoration
Writing and Editing,true,2,Editing
Primary & Secondary Education,true,2,Educarion
Primary & Secondary Education,true,2,Education - Fundraising
Information Technology and Services,true,2,Education IT
Primary & Secondary Education,true,2,"Education, K-12 Private"
Higher Education,true,2,Education(university)
Primary & Secondary Education,true,2,Educational Services
Utilities,true,2,Electric Utilities
Electrical Contracting,,2,Electrical Contracting
Government Administration,true,2,Emergency Management - Government
Employee Benefits,,2,Employee Benefits
Employee recognition,,2,Employee recognition
Employment Benefits,,2,Employment Benefits
Oil & Energy,true,2,Energy - Utility
Oil & Energy,true,2,Energy retail
Oil & Energy,true,2,Energy/Utility
Engineer ming,,2,Engineer ming
Design,true,2,Engineering / Design
Engineering/Surveying,,2,Engineering / Surveying
Engineering Consultant,,2,Engineering Consultant
Engineering Firm,,2,Engineering Firm
Engineering/Surveying,,2,Engineering/Surveying
Engineering/Technology,,2,Engineering/Technology
Enterprise Technology,,2,Enterprise Technology
Entertainment,true,2,Entertainment - Finance
Entertainment,true,2,Entertainment Industry
Media,true,2,Enviromental Remediation
Chemicals,true,2,Environmental Chemistry
Hospital & Health Care,true,2,Environmental Health and Safety
Environmental Services,true,2,Environmental Services
Equine,,2,Equine
Equipment,,2,Equipment
Manufacturing,true,2,Equipment Manufacturing
Equity Research,,2,Equity Research
Events Services,true,2,Event Production
Eye Care,,2,Eye Care
Facilities Services,true,2,Facilities Maintenance
Facilities Services,true,2,Facilities Management
Facilities Services,true,2,Facility Services
Retail,true,2,Family Owned Small Business- retail
Farming,true,2,Farming
Federal,,2,Federal
Federal Contractor,,2,Federal Contractor
Federal Employee,,2,Federal Employee
Fiance,,2,Fiance
Motion Pictures and Film,true,2,Film Industry
Motion Pictures and Film,true,2,Film/Video Production
Motion Pictures and Film,true,2,filmaking
Non-Profit Organization Management,true,2,Finance (non-profit)
Law Practice,true,2,Finance/Law
Financial Services,true,2,Financial - investments
Financial Services,true,2,Financial Consulting
Financial Services,true,2,Financial Industry
Financial Services,true,2,Financial Markets
Financial Services,true,2,Financial Research
Financial Services,true,2,Financial Services Non Profit
Banking,true,2,Financial-Banking
Fire Department,,2,Fire Department
First responder,,2,First responder
FLooring,,2,FLooring
Food & Beverages,true,2,Food Distribution
Food & Beverages,true,2,Food flavor industry
Food & Beverages,true,2,Food Ingredients
Design,true,2,FOOTWEAR DESIGN
Foundation,,2,Foundation
Fraud prevention,,2,Fraud prevention
Package/Freight Delivery,true,2,Freight Forwarding
Package/Freight Delivery,true,2,Freight Logistics
Fuel,,2,Fuel
Funeral,,2,Funeral
Funeral Service,,2,Funeral Service
Furniture,true,2,Furniture Retail
Furniture,true,2,FURNITURE SALES
Gambling & Casinos,true,2,Gambling
Oil & Energy,true,2,Gas and Oil Production
GIS,,2,GIS
Hospital & Health Care,true,2,Global Health non-profit
Golf,,2,Golf
Gov't Contractor,,2,Gov't Contractor
Hospital & Health Care,true,2,Government - Public Health
Government Administration,true,2,Government (Defense)
Government Administration,true,2,Government (Provincial)
Government Administration,true,2,Government /public sector
Government Administration,true,2,Government Archives
Government Administration,true,2,Government contract
Hospital & Health Care,true,2,Government healthcare
Information Technology and Services,true,2,Government IT
Government Administration,true,2,Government Libraries
Government Administration,true,2,Government regulatory
Government Administration,true,2,Government science
Government Administration,true,2,Government social services
Non-Profit Organization Management,true,2,Government/Non-profit
Higher Education,true,2,Graduate Medical Education
Grants Administration,,2,Grants Administration
Retail,true,2,Grocery/Retail
"Health, Wellness and Fitness",true,2,Health & Fitness
Hospital & Health Care,true,2,Health Administration
Hospital & Health Care,true,2,Health and Human Services
Hospital & Health Care,true,2,Health Care - Education
Hospital & Health Care,true,2,Health care nonprofit
Hospital & Health Care,true,2,Health Communication
Hospital & Health Care,true,2,Health Science
Hospital & Health Care,true,2,Healthcare - Medical Device
Hospital & Health Care,true,2,Healthcare - NHS
Hospital & Health Care,true,2,Healthcare (Hospital)
Hospital & Health Care,true,2,Healthcare (Laboratory)
Hospital & Health Care,true,2,Healthcare communications
Hospital & Health Care,true,2,Healthcare fundraising
Hospital & Health Care,true,2,Healthcare Industry
Hospital & Health Care,true,2,Healthcare Related
Hospital & Health Care,true,2,Healthcare/ Long Term Care
Hospital & Health Care,true,2,Healthcare/Academia
Hospital & Health Care,true,2,Healthcare/Hospital
Hospital & Health Care,true,2,Healthcare/Medical Devices
Heavy lift,,2,Heavy lift
Higher Ed / Libraries,,2,Higher Ed / Libraries
Higher Ed Admin,,2,Higher Ed Admin
Public Relations and Communications,true,2,Higher Ed Communications
Higher Ed/Marketing,,2,Higher Ed/Marketing
Primary & Secondary Education,true,2,Higher Education (Librarian)
Primary & Secondary Education,true,2,Higher Education (Private)
Higher Education,true,2,Higher Education (University)
Information Technology and Services,true,2,Higher Education / IT
Higher Education,true,2,Higher Education & Research
Higher Education,true,2,Higher Education Development
Higher Education,true,2,Higher education technology
Higher Education,true,2,Higher Education/Research
Historic Preservation,,2,Historic Preservation
Construction,true,2,Home Construction
Retail,true,2,Home Improvement / Retail
Horse Racing,,2,Horse Racing
Hospital & Health Care,true,2,Hospital/Healthcare
Hospitality,true,2,Hospitality & Tourism
Hotels,,2,Hotels
HR - Higher Ed,,2,HR - Higher Ed
Computer Software,true,2,HR Software
HR Technology,,2,HR Technology
Human Resources,true,2,Human Resources - Tech
Hydro Power,,2,Hydro Power
Design,true,2,IC DESIGN
ICT,,2,ICT
Industrial Automation,true,2,Industrial Engineering
Industrial Automation,true,2,Industrial Equipment Manufacturing
Industry,,2,Industry
Industry waste,,2,Industry waste
Information Technology and Services,true,2,Information Science
Information Technology and Services,true,2,Information Technology Services
Infrastructure,,2,Infrastructure
Transportation/Trucking/Railroad,true,2,Infrastructure / Transportation
Innovation,,2,Innovation
Financial Services,true,2,Insurance and Financial Services
Insurance,true,2,Insurance Broker
Insurance,true,2,Insurance claims
Insurance,true,2,Insurance restoration
Computer Software,true,2,Insurance Software
Transportation/Trucking/Railroad,true,2,Intelligent Transportation Systems
International Affairs,true,2,International Logistics
International Affairs,true,2,International NGO
International Affairs,true,2,International Relations
Publishing,true,2,Internet Publishing
Inventory,,2,Inventory
Investment Management,true,2,Investment Consulting
Investor owned electric utility,,2,Investor owned electric utility
Investor Relations,,2,Investor Relations
IoT Devices,,2,IoT Devices
Hospital & Health Care,true,2,IT - Healthcare Insurance
Information Technology and Services,true,2,IT - Manufacturing
Information Technology and Services,true,2,IT and Consulting
Information Technology and Services,true,2,IT Consultancy
Information Technology and Services,true,2,IT Management
Information Technology and Services,true,2,IT Training
Primary & Secondary Education,true,2,IT/Education
Hospital & Health Care,true,2,IT/Healthcare
Computer Software,true,2,IT/Software
Jewelry,,2,Jewelry
Media,true,2,Journalism/Media
Real Estate,,2,Land Development
Land Surveying,,2,Land Surveying
Landscape,,2,Landscape
Architecture & Planning,true,2,Landscape Architect
